name,gender,age,height,weight,salary,nationality,code,country,language1,language2,language3,first,last
Shavon Kim,Female,21,1.99,53,97000,Finnish,FI,Finland,Kotlin,Io,Clojure,Shavon,Kim
Shavonne Meyer,Female,21,1.55,47,74000,Iranian,IR,Iran,Racket,,,Shavonne,Meyer
Shawanda Love,Female,38,1.54,87,119000,Ethiopian,ET,Ethiopia,Ceylon,Fortran,,Shawanda,Love
Shawanna Beach,Female,54,1.98,85,124000,Finnish,FI,Finland,haXe,,,Shawanna,Beach
Shawn Hayden,Male,43,1.93,63,87000,Mexican,ME,Mexico,,,,Shawn,Hayden
Shawnee Holcomb,Female,50,1.73,71,71000,Iranian,IR,Iran,Ceylon,Java,,Shawnee,Holcomb
Shea Levine,Female,19,1.6,53,157000,Russian,RU,Russia,PL-I,,,Shea,Levine
Shelby Leach,Male,42,1.66,64,56000,Costa Rican,CR,Costa Rica,,,,Shelby,Leach
Sheldon Roach,Male,23,1.57,77,100000,Swedish,SE,Sweden,ASP,,,Sheldon,Roach
Sherell Wiggins,Female,53,1.98,72,46000,Romanian,RO,Romania,,,,Sherell,Wiggins
Sherill Beach,Female,24,1.75,78,114000,Jordanian,JO,Jordan,,,,Sherill,Beach
Sherril Simpson,Female,30,1.84,56,76000,Australian,AU,Australia,Bash,Assembly,,Sherril,Simpson
Sheryll Duffy,Female,30,1.58,58,92000,French,FR,France,,,,Sheryll,Duffy
Shirl Mosley,Female,47,1.66,72,109000,Israeli,IS,Israel,Lua,,,Shirl,Mosley
Shirley Gross,Male,45,1.94,86,111000,Jordanian,JO,Jordan,PHP,,,Shirley,Gross
Shirley Harding,Male,16,1.82,54,96000,Dominican,DM,Dominica,Smalltalk,PowerShell,,Shirley,Harding
Shirley Wolf,Male,25,1.72,72,83000,Dominican,DM,Dominica,PowerShell,J#,Tex,Shirley,Wolf
Shizuko Buckner,Female,65,1.53,47,139000,Dutch,NL,Netherland,haXe,,,Shizuko,Buckner
Shizuko Collier,Female,18,1.98,39,102000,Brazilian,BR,Brazil,Dylan,ECMAScript,,Shizuko,Collier
Shon Johns,Male,51,1.74,41,123000,Finnish,FI,Finland,,,,Shon,Johns
Shoshana Griffith,Female,28,1.72,53,66000,Egyptian,EG,Egypt,CoffeeScript,Delphi,,Shoshana,Griffith
Shu Crane,Female,51,1.61,79,100000,Ethiopian,ET,Ethiopia,OCaml,Fortran,CoffeeScript,Shu,Crane
Shyla Hunter,Female,34,1.74,69,117000,Swedish,SE,Sweden,,,,Shyla,Hunter
Silas Stephenson,Male,41,1.5,43,91000,Danish,DK,Denmark,Perl,Bash,OCaml,Silas,Stephenson
Silvana Mills,Female,63,1.76,38,64000,Brazilian,BR,Brazil,ASP,C#,,Silvana,Mills
Sima Monroe,Female,46,1.69,81,136000,Swiss,CH,Switzerland,OCaml,,,Sima,Monroe
Simona Cunningham,Female,49,1.79,69,166000,Greek,GR,Greece,,,,Simona,Cunningham
Simona Rowland,Female,33,1.87,55,94000,Iranian,IR,Iran,J#,C Shell,,Simona,Rowland
Simona Wallace,Female,60,1.5,48,98000,Cuban,CU,Cuba,Perl,PL-I,,Simona,Wallace
Sina Vasquez,Female,50,1.6,70,104000,Canadian,CA,Canada,,,,Sina,Vasquez
Sirena Morse,Female,28,1.69,62,157000,Uruguayan,UY,Uruguay,PHP,Tcl,Java,Sirena,Morse
Skye Warren,Female,42,1.88,71,87000,Mexican,ME,Mexico,GNU Octave,Mathematica,,Skye,Warren
Solomon Merrill,Male,66,1.88,47,97000,Spanish,SP,Spain,,,,Solomon,Merrill
Son Burt,Female,63,1.58,79,81000,Italian,IT,Italy,AutoIt,,,Son,Burt
Son O'neill,Female,37,1.64,38,71000,German,DE,Germany,Delphi,Racket,AutoIt,Son,O'neill
Son Stokes,Male,24,1.87,74,74000,Polish,PO,Poland,Elixir,Tex,Assembly,Son,Stokes
Soo Gates,Female,45,1.68,86,97000,Romanian,RO,Romania,Objective-C,Scheme,ECMAScript,Soo,Gates
Soo Henderson,Female,50,1.59,73,139000,Brazilian,BR,Brazil,,,,Soo,Henderson
Soo Walters,Female,36,1.67,40,67000,Canadian,CA,Canada,Julia,,,Soo,Walters
Sook Short,Female,23,1.99,41,99000,Finnish,FI,Finland,ASP,Tex,Perl,Sook,Short
Soraya Swanson,Female,47,1.95,68,100000,Chinese,HK,Hong Kong,C#,,,Soraya,Swanson
Sparkle Barr,Female,35,1.74,44,92000,German,DE,Germany,Z shell,,,Sparkle,Barr
Stacee Miranda,Female,28,1.9,73,123000,Canadian,CA,Canada,GNU Octave,,,Stacee,Miranda
Stacy Gibson,Male,26,1.73,38,97000,Ukrainian,UA,Ukraine,,,,Stacy,Gibson
Stan Franklin,Male,20,1.66,88,106000,Brazilian,BR,Brazil,Racket,Bash,,Stan,Franklin
Stan Sosa,Male,44,1.69,52,85000,Chilean,CL,Chile,Lisp,Assembly,,Stan,Sosa
Stasia Mercer,Female,25,1.96,66,48000,Irish,IE,Ireland,C,haXe,Io,Stasia,Mercer
Stefan Whitaker,Male,42,1.95,66,154000,Mexican,ME,Mexico,JavaScript,,,Stefan,Whitaker
Steffanie Kelley,Female,62,1.95,88,127000,Irish,IE,Ireland,PowerShell,,,Steffanie,Kelley
Stephan Hart,Male,22,1.8,55,70000,Japanese,JP,Japan,Perl,Clojure,AutoIt,Stephan,Hart
Stephan Le,Male,43,1.51,72,65000,Taiwanese,TW,Taiwan,OCaml,,,Stephan,Le
Stephan Mcfadden,Male,40,1.74,54,149000,Cuban,CU,Cuba,Awk,,,Stephan,Mcfadden
Stephen Swanson,Male,34,1.72,39,96000,Irish,IE,Ireland,Python,Dylan,,Stephen,Swanson
Sterling Moore,Male,34,1.93,61,56000,German,DE,Germany,,,,Sterling,Moore
Steve Justice,Male,20,1.94,80,104000,Polish,PO,Poland,,,,Steve,Justice
Stevie Mcguire,Female,52,1.52,83,93000,Chinese,CH,China,Dylan,,,Stevie,Mcguire
Sueann Klein,Female,65,1.83,47,103000,Cambodian,CM,Cambodia,TypeScript,TypeScript,,Sueann,Klein
Suk Briggs,Female,34,1.58,69,107000,British,GB,United Kingdom,,,,Suk,Briggs
Sulema Kane,Female,17,1.7,66,136000,Ukrainian,UA,Ukraine,Clojure,,,Sulema,Kane
Sulema Marquez,Female,35,1.52,64,116000,Uruguayan,UY,Uruguay,C,,,Sulema,Marquez
Sung O'donnell,Female,23,1.6,62,92000,Swiss,CH,Switzerland,Julia,,,Sung,O'donnell
Sung Potts,Female,19,1.96,79,141000,Bolivian,BO,Bolivia,,,,Sung,Potts
Sunni Crosby,Female,62,1.62,75,84000,Romanian,RO,Romania,Erlang,D,,Sunni,Crosby
Sunni Douglas,Female,18,1.73,51,83000,Polish,PO,Poland,Bash,,,Sunni,Douglas
Suzann Richmond,Female,64,1.99,44,142000,Dutch,NL,Netherland,Caml,ASP,GNU Octave,Suzann,Richmond
Suzi House,Female,26,1.97,76,97000,Danish,DK,Denmark,Awk,Bash,,Suzi,House
Svetlana Reid,Female,44,1.61,53,77000,Finnish,FI,Finland,Clojure,Go,Haskell,Svetlana,Reid
Tabetha Woodward,Female,21,1.65,63,72000,Costa Rican,CR,Costa Rica,Clojure,,,Tabetha,Woodward
Takako Welch,Female,22,1.97,75,67000,Irish,IE,Ireland,,,,Takako,Welch
Talisha Cox,Female,24,1.87,40,132000,Japanese,JP,Japan,Objective-C,Tex,,Talisha,Cox
Tam Dillard,Female,31,1.58,80,147000,Estonian,EE,Estonia,Emacs Lisp,CoffeeScript,,Tam,Dillard
Tam Whitley,Female,18,1.65,85,83000,Irish,IE,Ireland,Dart,F#,,Tam,Whitley
Tamala Alston,Female,53,1.93,48,123000,Chilean,CL,Chile,Tex,Kotlin,C Shell,Tamala,Alston
Tammara Bradshaw,Female,36,1.75,53,97000,Swiss,CH,Switzerland,Scala,,,Tammara,Bradshaw
Tandra Evans,Female,66,1.66,56,76000,Iranian,IR,Iran,,,,Tandra,Evans
Tandy Frederick,Female,40,1.98,58,118000,Brazilian,BR,Brazil,Dylan,Dylan,,Tandy,Frederick
Tandy Rhodes,Female,64,1.84,72,95000,Swedish,SE,Sweden,Transact-SQL,Transact-SQL,,Tandy,Rhodes
Tanja Guzman,Female,58,1.54,84,127000,Bolivian,BO,Bolivia,haXe,PowerShell,,Tanja,Guzman
Tasia Durham,Female,62,1.77,61,109000,Taiwanese,TW,Taiwan,,,,Tasia,Durham
Tasia Hatfield,Female,42,1.64,46,98000,Dutch,NL,Netherland,AutoIt,Elixir,Falcon,Tasia,Hatfield
Tatum Mcconnell,Female,57,1.67,52,102000,Iranian,IR,Iran,Mathematica,Java,Tcl,Tatum,Mcconnell
Tawny Byrd,Female,48,1.7,68,55000,Jordanian,JO,Jordan,Elixir,C#,,Tawny,Byrd
Telma Calderon,Female,20,1.54,64,123000,Russian,RU,Russia,Java,J#,Delphi,Telma,Calderon
Temika Higgins,Female,57,1.53,80,73000,Iranian,IR,Iran,Scala,Python,,Temika,Higgins
Teodora Browning,Female,48,1.55,65,84000,Uruguayan,UY,Uruguay,,,,Teodora,Browning
Teofila Harrison,Female,28,1.97,89,125000,Cuban,CU,Cuba,Bash,,,Teofila,Harrison
Tequila Lane,Female,26,1.71,43,115000,Spanish,SP,Spain,haXe,CoffeeScript,,Tequila,Lane
Teresia Lewis,Female,42,1.76,70,118000,Ethiopian,ET,Ethiopia,Julia,Racket,,Teresia,Lewis
Terrance Gallegos,Male,29,1.88,44,68000,Italian,IT,Italy,C#,Tcl,Lisp,Terrance,Gallegos
Terrell Wooten,Female,37,1.53,45,171000,Estonian,EE,Estonia,Transact-SQL,C#,,Terrell,Wooten
Terresa Baker,Female,53,1.73,75,97000,German,DE,Germany,C#,Groovy,,Terresa,Baker
Terrilyn Gilmore,Female,57,1.7,51,133000,Uruguayan,UY,Uruguay,,,,Terrilyn,Gilmore
Tesha Norman,Female,19,1.85,50,142000,Brazilian,BR,Brazil,Tcl,Objective-C,,Tesha,Norman
Thaddeus Stone,Male,18,1.5,50,64000,Jordanian,JO,Jordan,Java,ECMAScript,OCaml,Thaddeus,Stone
Theodore Cooper,Male,30,1.8,88,71000,Brazilian,BR,Brazil,OCaml,Falcon,Tex,Theodore,Cooper
Theresia Noel,Female,65,2.0,79,93000,Chinese,HK,Hong Kong,GNU Octave,,,Theresia,Noel
Theressa Chapman,Female,32,1.89,41,89000,Israeli,IS,Israel,Mathematica,PHP,Clojure,Theressa,Chapman
Theressa Poole,Female,63,1.53,68,150000,Ukrainian,UA,Ukraine,,,,Theressa,Poole
Theron Gay,Male,18,1.76,89,104000,Swedish,SE,Sweden,Tcl,CoffeeScript,C Shell,Theron,Gay
Thersa Hancock,Female,61,1.72,70,93000,Swedish,SE,Sweden,C Shell,PL-I,R,Thersa,Hancock
Thi Mckay,Female,27,1.92,72,105000,Belgian,BE,Belgium,Fortran,PowerShell,JavaScript,Thi,Mckay
Thomasine Landry,Female,30,1.7,58,116000,Belgian,BE,Belgium,Ceylon,Lisp,Smalltalk,Thomasine,Landry
Thresa Preston,Female,59,1.55,53,82000,Ethiopian,ET,Ethiopia,Kotlin,PowerShell,,Thresa,Preston
Tianna Vaughan,Female,33,1.53,60,100000,Japanese,JP,Japan,,,,Tianna,Vaughan
Tiffiny Melton,Female,19,1.63,64,78000,Swedish,SE,Sweden,Transact-SQL,Tex,,Tiffiny,Melton
Timmy Browning,Male,21,1.55,46,155000,Italian,IT,Italy,Falcon,,,Timmy,Browning
Timmy Marks,Male,42,1.54,58,78000,Australian,AU,Australia,OCaml,Erlang,,Timmy,Marks
Timothy Duffy,Female,19,1.52,57,72000,Romanian,RO,Romania,,,,Timothy,Duffy
Timothy Randolph,Female,27,1.88,47,93000,Brazilian,BR,Brazil,AutoIt,C#,,Timothy,Randolph
Tiny Ayala,Female,31,1.77,52,107000,Italian,IT,Italy,C#,Delphi,,Tiny,Ayala
Tobias Burnett,Male,60,1.83,63,152000,Belgian,BE,Belgium,AutoIt,F#,Lua,Tobias,Burnett
Tobie Stafford,Female,59,1.53,70,140000,German,DE,Germany,Prolog,Ceylon,,Tobie,Stafford
Toccara Moreno,Female,60,1.56,61,114000,Danish,DK,Denmark,Rust,,,Toccara,Moreno
Toccara Wong,Female,63,1.76,65,115000,German,DE,Germany,C,Scala,,Toccara,Wong
Toi Battle,Female,49,1.74,56,83000,Polish,PO,Poland,Scheme,,,Toi,Battle
Tomiko Blanchard,Female,40,1.91,54,136000,Spanish,SP,Spain,Go,AutoIt,OCaml,Tomiko,Blanchard
Tommie Terrell,Male,33,1.51,82,132000,Egyptian,EG,Egypt,Python,ECMAScript,,Tommie,Terrell
Torrie Solomon,Female,52,1.76,72,103000,Russian,RU,Russia,,,,Torrie,Solomon
Tory Dalton,Female,63,1.83,66,63000,Dominican,DM,Dominica,Kotlin,Lisp,,Tory,Dalton
Tracy Ramos,Male,48,1.59,52,93000,Mexican,ME,Mexico,PL-SQL,Elixir,,Tracy,Ramos
Tracy Walters,Male,18,1.58,40,147000,Danish,DK,Denmark,Common Lisp,,,Tracy,Walters
Tran Morrow,Female,62,1.8,77,89000,Iranian,IR,Iran,C,PL-SQL,,Tran,Morrow
Trevor Campbell,Male,65,1.98,53,116000,Australian,AU,Australia,Scheme,Tex,,Trevor,Campbell
Trevor Hancock,Male,61,1.65,61,97000,Swiss,CH,Switzerland,OCaml,Dylan,Perl,Trevor,Hancock
Trevor Weaver,Male,65,1.78,88,170000,Greek,GR,Greece,Dylan,AutoIt,Transact-SQL,Trevor,Weaver
Troy Yang,Male,51,1.64,87,85000,Canadian,CA,Canada,Racket,Go,,Troy,Yang
Trula Humphrey,Female,30,1.87,49,149000,Russian,RU,Russia,Lisp,,,Trula,Humphrey
Trula Scott,Female,64,1.57,57,130000,Venezuelan,VE,Venezuela,Scheme,TypeScript,Ceylon,Trula,Scott
Tuan Weeks,Male,61,1.96,86,99000,Jordanian,JO,Jordan,Perl,ECMAScript,Groovy,Tuan,Weeks
Tula Riggs,Female,39,1.51,75,102000,Estonian,EE,Estonia,Dart,CoffeeScript,Lisp,Tula,Riggs
Tuyet Dodson,Female,51,1.63,63,101000,Swedish,SE,Sweden,Clojure,,,Tuyet,Dodson
Twana Gordon,Female,27,1.74,79,129000,Brazilian,BR,Brazil,Julia,,,Twana,Gordon
Twanna Chaney,Female,57,1.73,72,75000,Jordanian,JO,Jordan,ECMAScript,Ruby,Clojure,Twanna,Chaney
Tyler Garrison,Male,18,1.96,44,87000,Iranian,IR,Iran,Erlang,,,Tyler,Garrison
Tynisha Tran,Female,63,1.62,38,102000,Belgian,BE,Belgium,Io,Caml,,Tynisha,Tran
Tyrell Bruce,Male,21,1.79,86,81000,Estonian,EE,Estonia,Kotlin,C#,,Tyrell,Bruce
Tyrone Farley,Male,34,1.7,38,117000,German,DE,Germany,TypeScript,haXe,,Tyrone,Farley
Tyrone Snyder,Male,19,1.51,54,78000,Jordanian,JO,Jordan,Assembly,C,,Tyrone,Snyder
Ula Mayo,Female,44,1.71,42,129000,Iranian,IR,Iran,Objective-C,Lua,Assembly,Ula,Mayo
Ute West,Female,61,1.91,77,76000,Israeli,IS,Israel,Prolog,Assembly,Haskell,Ute,West
Valentin Lawson,Male,42,1.96,81,82000,Jordanian,JO,Jordan,,,,Valentin,Lawson
Valentine Melton,Male,32,1.52,52,118000,Greek,GR,Greece,,,,Valentine,Melton
Valery Nieves,Female,35,1.86,76,89000,Estonian,EE,Estonia,Rust,,,Valery,Nieves
Vanesa Melendez,Female,31,1.81,90,181000,Spanish,SP,Spain,Caml,Tex,,Vanesa,Melendez
Vanesa Warner,Female,21,1.68,46,48000,Danish,DK,Denmark,Tcl,,,Vanesa,Warner
Vanita Porter,Female,44,1.58,67,130000,Cambodian,CM,Cambodia,Falcon,Smalltalk,Falcon,Vanita,Porter
Vanna Sweet,Female,65,1.82,66,74000,Dutch,NL,Netherland,,,,Vanna,Sweet
Vannesa Bates,Female,59,1.86,50,63000,Swedish,SE,Sweden,,,,Vannesa,Bates
Vannesa Stanton,Female,54,1.71,52,192000,Polish,PO,Poland,,,,Vannesa,Stanton
Vella Little,Female,36,1.64,57,75000,Cambodian,CM,Cambodia,PowerShell,,,Vella,Little
Vella York,Female,18,1.71,84,127000,Egyptian,EG,Egypt,Lisp,Haskell,,Vella,York
Verdie Dalton,Female,61,1.95,87,60000,Polish,PO,Poland,R,,,Verdie,Dalton
Vernon Oliver,Male,38,1.71,49,72000,Iranian,IR,Iran,,,,Vernon,Oliver
Veronika Barrera,Female,45,1.86,52,146000,Israeli,IS,Israel,Assembly,C#,Bash,Veronika,Barrera
Versie Bailey,Female,66,1.66,89,106000,Cambodian,CM,Cambodia,Groovy,,,Versie,Bailey
Veta Griffin,Female,55,1.76,50,153000,French,FR,France,C Shell,Rust,,Veta,Griffin
Veta Holland,Female,19,1.71,81,83000,Cuban,CU,Cuba,,,,Veta,Holland
Viki Adkins,Female,30,1.93,45,74000,Danish,DK,Denmark,Go,Io,,Viki,Adkins
Vinita Pittman,Female,35,1.76,53,58000,Danish,DK,Denmark,Kotlin,Tex,,Vinita,Pittman
Vinnie Bauer,Female,42,1.9,78,80000,Israeli,IS,Israel,Groovy,Clojure,Clojure,Vinnie,Bauer
Virgen Rivers,Female,34,1.81,88,112000,Uruguayan,UY,Uruguay,,,,Virgen,Rivers
Vivien Hoffman,Female,46,1.9,57,83000,Costa Rican,CR,Costa Rica,Scheme,,,Vivien,Hoffman
Vivienne Ramirez,Female,24,1.88,64,78000,Belgian,BE,Belgium,,,,Vivienne,Ramirez
Voncile Stafford,Female,20,1.71,80,80000,Taiwanese,TW,Taiwan,Kotlin,Scheme,Haskell,Voncile,Stafford
Wade Little,Male,64,1.86,84,149000,Cuban,CU,Cuba,Transact-SQL,Emacs Lisp,Scheme,Wade,Little
Wade Mcclure,Male,45,1.62,67,108000,Dominican,DM,Dominica,Erlang,Clojure,PHP,Wade,Mcclure
Walker Hunter,Male,32,1.76,61,145000,Irish,IE,Ireland,,,,Walker,Hunter
Walker Morrow,Male,53,1.54,64,70000,Russian,RU,Russia,PHP,,,Walker,Morrow
Wallace Dyer,Male,61,1.72,81,90000,Dutch,NL,Netherland,Kotlin,JavaScript,PowerShell,Wallace,Dyer
Walton Dillon,Male,29,1.57,72,92000,Iranian,IR,Iran,,,,Walton,Dillon
Warner Harvey,Male,55,1.54,54,77000,Dominican,DM,Dominica,Perl,,,Warner,Harvey
Warren Santos,Male,56,1.96,75,59000,Swiss,CH,Switzerland,PHP,PHP,Fortran,Warren,Santos
Wava Martinez,Female,45,1.84,86,121000,Japanese,JP,Japan,Awk,C#,,Wava,Martinez
Waylon Pickett,Male,30,1.92,38,124000,Iranian,IR,Iran,ASP,Ceylon,,Waylon,Pickett
Wen Leach,Female,29,1.54,54,85000,Cambodian,CM,Cambodia,Bash,Go,Ceylon,Wen,Leach
Wenona Patrick,Female,20,1.83,56,104000,Japanese,JP,Japan,Dylan,Assembly,,Wenona,Patrick
Wenona Rodgers,Female,56,1.97,77,89000,Swedish,SE,Sweden,,,,Wenona,Rodgers
Werner Cameron,Male,20,1.56,89,80000,Bolivian,BO,Bolivia,PL-I,Ruby,Perl,Werner,Cameron
Werner Head,Male,25,1.94,59,128000,Brazilian,BR,Brazil,Racket,Go,Common Lisp,Werner,Head
Werner Slater,Male,60,1.95,52,77000,Chilean,CL,Chile,,,,Werner,Slater
Wes Hood,Male,44,1.87,63,185000,Mexican,ME,Mexico,OCaml,Dylan,,Wes,Hood
Wesley Swanson,Male,33,1.6,49,91000,Polish,PO,Poland,PowerShell,Smalltalk,,Wesley,Swanson
Weston Zamora,Male,60,1.65,78,125000,Danish,DK,Denmark,,,,Weston,Zamora
Whitney Trujillo,Male,60,1.71,39,105000,Cuban,CU,Cuba,Caml,Awk,Tex,Whitney,Trujillo
Wilbur Daniels,Male,46,1.67,66,84000,Iranian,IR,Iran,Clojure,Caml,,Wilbur,Daniels
Wilbur Haley,Male,54,1.65,53,106000,Finnish,FI,Finland,Perl,,,Wilbur,Haley
Wilburn Stafford,Male,51,1.89,64,80000,Dominican,DM,Dominica,Dylan,Io,Tcl,Wilburn,Stafford
Wilford Short,Male,39,1.54,65,116000,Greek,GR,Greece,Perl,Fortran,R,Wilford,Short
Wilhemina Beard,Female,64,1.5,74,71000,Ethiopian,ET,Ethiopia,Scala,,,Wilhemina,Beard
Will Meadows,Male,37,1.75,74,166000,Estonian,EE,Estonia,,,,Will,Meadows
William Pena,Male,40,1.96,71,73000,Irish,IE,Ireland,,,,William,Pena
Willian Cooley,Male,17,1.69,39,77000,Chinese,CH,China,Kotlin,,,Willian,Cooley
Willie Wong,Male,61,1.89,80,143000,Finnish,FI,Finland,,,,Willie,Wong
Willis Garrett,Male,34,1.69,72,101000,Canadian,CA,Canada,C Shell,Scala,,Willis,Garrett
Wilmer Mcclain,Male,27,1.79,60,83000,Dominican,DM,Dominica,Z shell,Transact-SQL,Python,Wilmer,Mcclain
Wilmer Stafford,Male,58,1.92,47,92000,Israeli,IS,Israel,Erlang,,,Wilmer,Stafford
Wilson Keith,Male,46,1.84,49,68000,Spanish,SP,Spain,PL-SQL,Caml,Clojure,Wilson,Keith
Wilson Richards,Male,35,1.73,82,49000,Dutch,NL,Netherland,,,,Wilson,Richards
Wilson Sosa,Male,18,1.83,75,73000,Cameroonian,CM,Cameroon,PowerShell,Perl,Ruby,Wilson,Sosa
Winfred Mayer,Male,44,1.74,66,77000,Venezuelan,VE,Venezuela,PL-SQL,Python,PowerShell,Winfred,Mayer
Wonda Dale,Female,31,1.67,73,93000,Dominican,DM,Dominica,Fortran,C,Erlang,Wonda,Dale
Wonda Wilder,Female,45,1.79,42,151000,Canadian,CA,Canada,Emacs Lisp,Z shell,,Wonda,Wilder
Yael Hays,Female,61,1.74,61,78000,Polish,PO,Poland,C++,Kotlin,,Yael,Hays
Yael Medina,Female,17,1.91,83,79000,Costa Rican,CR,Costa Rica,Perl,Java,Racket,Yael,Medina
Yajaira Dickson,Female,19,1.93,88,75000,Italian,IT,Italy,,,,Yajaira,Dickson
Yasuko Gibson,Female,27,1.73,86,91000,Ethiopian,ET,Ethiopia,Mathematica,Python,Common Lisp,Yasuko,Gibson
Yen Gallegos,Female,41,1.56,84,113000,Dominican,DM,Dominica,Mathematica,Haskell,Dylan,Yen,Gallegos
Yen Vaughn,Female,48,1.84,72,86000,Cambodian,CM,Cambodia,AutoIt,,,Yen,Vaughn
Yen Wilder,Female,29,1.72,75,70000,British,GB,United Kingdom,PowerShell,,,Yen,Wilder
Yer Frank,Female,38,1.6,60,125000,Japanese,JP,Japan,J#,D,,Yer,Frank
Yevette Morales,Female,41,1.71,42,114000,Canadian,CA,Canada,,,,Yevette,Morales
Yoko Fletcher,Female,64,1.69,88,48000,Iranian,IR,Iran,Objective-C,,,Yoko,Fletcher
Yolande Ryan,Female,23,1.55,68,106000,German,DE,Germany,,,,Yolande,Ryan
Youlanda Barry,Female,37,1.73,41,84000,Polish,PO,Poland,PL-I,ECMAScript,,Youlanda,Barry
Yuki Kramer,Female,27,1.99,66,65000,Ethiopian,ET,Ethiopia,Dart,Assembly,,Yuki,Kramer
Yukiko Branch,Female,28,1.69,82,89000,Ukrainian,UA,Ukraine,Falcon,,,Yukiko,Branch
Yukiko Roach,Female,20,1.96,74,112000,Venezuelan,VE,Venezuela,Perl,Prolog,,Yukiko,Roach
Yuko Baker,Female,18,1.55,41,117000,Cuban,CU,Cuba,,,,Yuko,Baker
Yuko Maldonado,Female,37,1.97,67,72000,Polish,PO,Poland,PowerShell,C#,,Yuko,Maldonado
Yulanda Ferguson,Female,60,1.74,54,91000,Ukrainian,UA,Ukraine,F#,Perl,Smalltalk,Yulanda,Ferguson
Yun Lee,Female,27,1.73,59,49000,Egyptian,EG,Egypt,C++,Smalltalk,,Yun,Lee
Yun O'brien,Female,58,1.71,54,70000,Romanian,RO,Romania,Lua,F#,,Yun,O'brien
Zachary Myers,Male,36,1.85,74,131000,Uruguayan,UY,Uruguay,,,,Zachary,Myers
Zada Moses,Female,38,1.91,65,135000,Irish,IE,Ireland,TypeScript,Scheme,CoffeeScript,Zada,Moses
Zane Calhoun,Male,60,1.93,48,127000,Greek,GR,Greece,Io,Java,,Zane,Calhoun
Zane Durham,Male,53,1.72,85,75000,Cambodian,CM,Cambodia,Common Lisp,C#,,Zane,Durham
Zane Holden,Male,40,1.67,90,84000,Spanish,SP,Spain,,,,Zane,Holden
Zulma Allen,Female,53,1.91,71,105000,British,GB,United Kingdom,Elixir,GNU Octave,,Zulma,Allen
Zulma Leblanc,Female,34,1.87,74,124000,Cameroonian,CM,Cameroon,Python,Transact-SQL,,Zulma,Leblanc
Zulma Myers,Female,47,1.99,71,78000,Ethiopian,ET,Ethiopia,,,,Zulma,Myers
Zulma Wiggins,Female,27,1.63,42,71000,Venezuelan,VE,Venezuela,Groovy,Java,Python,Zulma,Wiggins
